一上高楼，缅当年江汉风流，多少千秋人物	双持使节，喜此日荆衡形势，纵横万里金汤
天下事尚可为，君实勉之，竟不教宗泽渡河，拍床欲起魂先逝	庐中计原已定，孔明瘁矣，能弗任曹瞒篡汉，杀贼无成气自雄
天下几人学杜甫	当时四海一子由
天下几人学杜甫	诗中自合爱陶潜
天下口，天上口，志在吞吴	人中王，人边王，意图全任
天下名士有部落	美人清妙遗九州
天下名山僧占多，也该留一二奇峰，栖吾道友	世间好语佛说尽，谁识得五千妙论，出我先师
天下大事公可属	江南遗爱民不忘
天下太平无一事	山中高卧有千秋
天下奇观看尽，不如书本	世间滋味尝来，无过菜根
天下尚可为，屈三尺墨绶之中，宰相当受其过	世人皆欲杀，化一道白虹而去，使君于此不凡
天下已定，吾固当烹	司马之心，人所共见
天下忧乐关心，请绎经言，知今乐亦犹古乐	汉家旌旗在眼，侧闻鼚响，于声和想见政和
天下惟使君不忝英雄，方喜戎马论交，竟成昆弟	此间无灵药可起沉疴，独将茱萸和酒，来吊先生
天下文章，莫大乎是	一时贤士，皆从其游
天下文章莫大处	龙门声价最高时
天下无易境，天下无难境	终身有乐处，终身有忧处
天下有三重，议礼、制度、考文	圣人等百王，夏造、殷因、周监
天下有中，公无不知之理	天下有公，中无穷乏之理
天下有大事公可属	自古莫不然我何嗟
天下有道	国家将兴
天下歇家王百穀	山中驿吏赵凡夫
天下自任，故饥犹己饥，溺犹己溺	民吾同胞，愿解衣衣之，推食食之
天不爱才，一霎功名都泡幻	国方多盗，千重杀劫此开端
天不遗一老	人已是千秋
天与三台坐	儒开百代宗
天与水无涯，万舶远循鳌柱麓	地随山共尽，十洲环向海陀峰
天与父奚仇，于数十寒暑间，构家内外种种难处之局，以苦其孝，悴其慈，扼其勇，若仁酷矣，何竟以奇病庸医杀吾父	事由儿不肖，有万千困衡处，恨我兄弟碌碌无能为役，乃耕未兴，读未达，养未志，或体丑哉，而今乃麻衣竹杖学孤儿
天与雄区，欲游目骋怀，一层更上	地因多景，喜山光水色，四望皆通
天为补贫偏与健	人因见懒识误称高
天作君师	门罗将相
天作棋盘星作子，日月争光	雷为战鼓电为旗，风云际合
天作泝前光，玉券十华征锡极	人文观大备，瑶签四照见逢原
天作高山，山高作镇	门通大道，道大通神
天凛旦明，尚无惭于尔室	地名循惠，用顾畏乎民岩
天北掩台垣，闻说槐音中夜断	江东失宗衮，心伤荆树一时摧
天半朱霞，云中白鹤	山间明月，江上清风
天命之谓性	人情以为田
天命有归，万里长城宜自坏	人心不死，千秋直道任公评
天命诛妖，杀尽群妖，万里河山归化日	王赫斯怒，勃然一怒，六军介胄逞威风
天地一网罟，欲度众生谁解脱	飞潜皆性命，但存此念即菩提
天地为庐，一代栋梁材，皆庇宇下	桑麻绕屋，十年生聚策，自在个中
天地几人才，置之海外	乾坤有正气，在此楼中
天地大德曰生，勾使出，萌使达，卵麛使蕃孽，安得广厦尽庇诸婴，缔造经营资众力	父母斯民之责，寒与衣，饥与食，疾痛与医药，毋滋他族逼处兹土，维持调护赖诸贤
天地自成文，湖山有美	国家期得士，桃李无言
天地苍茫，前不见古人，后不见来者	心胸开拓，块以视衡岳，杯以视洞庭
天地风尘，古庙丹青经几劫	江淮俎豆，空山雀鼠亦千秋
天垂天边走近天边天还远	日浮水面拨开水面水又深
天增岁月不增寿	春满人间福满门
天外是银河，烟波宛转	云中开翠幕，山雨霏微
天子何忍伤民财，因小丑猖狂，扰兹守土	地丁不足济军饷，愿大家慷慨，输此厘金
天子命之教	人才系此官
天子所至曰幸，以德为车，以乐为御，以人情为田	大德之致永年，如日之升，如月之恒，如南山之寿
天子知从无事日	郎君贵在未生时
天宠遥颁青锁客	国恩重溢紫泥封
天寒地冻，无水一滴难成冰	国难民愁，王不出头谁自主
天岂丧斯文，胡令中华大教育家不禄	公亦死非命，请举史氏诸刺客传而焚
天帝锡九龄，数肇箕畴，设帨光华期十日，溯公卿将相岳牧监司，富贵萃一门，羡丝纶几杖同颁，福寿多男双晋国	文昌辉八座，对开幕府，称觞来牙笏满床，合燕赵滇黔江淮闽越，讴歌倾四镇，祝带砺河山永固，功勋盖代两汾阳
天开参井文章府	星焕山河孝友师
天开图画，美尽东南，落日咽孤忠，战血腥余千载后	鲁酒不温，高丘反顾，歌风思猛士，江流倒卷万山来
天开图画，美尽东南，落日咽孤忠，战血醒余千载后	鲁酒不温，高丘返顾，歌风思猛士，江流倒卷万年来
天当棋盘星作子谁人敢下	地作琵琶路当丝哪人能弹
天当棋盘星当子，谁人敢下	地作琵琶路作弦，哪个能弹
天惟阴骘下民，止于仁，止于敬	帝乃诞敷文德，作之君，作之师
天意启斯文，不是一封书，安得先生到此	人心归正道，只须八个月，至今百世师之
天意复何言，蜀道尚难公岂瞑	故人成踵尽，神州可挽道弥孤
天意起斯文，不是一封书，安得先生到此	人心归正道，只须八个月，至今百世师之
天教与黄菊同荣，视李邺侯退归衡岳而来，刚逢一万八千日	公肯为苍生再出，到文潞国征起洛阳之岁，还报九重三十年
天文地文人文，专门致用	兵学农学礼学，修业益精
天旌厥事事乃集	江裹此山山不浮
天最分明，只是性慢	人能算计，其如命何
天朗气清延晷景	辰良日吉祝慈龄
天机清旷长生海	心地光明不夜灯
天材任操倚	经训乃菑畲
天根月窟闲来往	粗沙大石相磨治
天气乍晴花满树	人家久住燕双飞
天气欲重阳，几番风雨	登临望故国，万里山河
天泰地泰三阳泰	家和人和万事和
天浮一鼋出	山挟万龙趋
天涯雁寄回纹纸	水国鱼传尺素书
天然深秀檐前树	自在流行槛外云
天生同命鸟，中道分飞，从今后想当初百八牟尼，数难尽历历心头事	我亦可怜虫，频年多病，问何世再相见三千世界，料不定夜夜梦中来
天生才胡不惜才，恸鵩鸟倏降座隅，直欲与贾太傅同声一哭	志救世未能救命，叹庸医误投药剂，竟教偕吕谏议饮恨千秋
天生此一具铁骨铜筋，四十年以来，痛英雄竟无用武地	世尚有几多玉堂金马，二三子同尽，倏沧海又届变田时
天生贤子孙，绕膝尽芝兰玉树	人皆大欢喜，同声视耄耋期颐
天留宋朝土	人说岳家军
天监厥德	后来其苏
天监有赫	后德无疆
天知地知，但说不恤人言，亦已晚矣	公益私益，务须划清界线，庶儿近之
天禄校书名进士	岳阳持节老将军
天竟丧后死斯文，门对鸡山，适惊破酉鸡一梦	吾能定先生之穴，地营鹤觜，尚归来丁鹤千年
天章褒臣节，想当年竭力致身，忠孝兼全，万古精诚光日月	祖训衍家传，愿奕叶承先启后，蒸尝勿替，千秋俎豆炳湖山
天而既厌周德矣	吾其能与许争乎
天若有情亦老	人难再得为佳
天若有门，三千界直通呼吸	山能配岳，十六峰罗作儿孙
天荆地棘，人世将安之，毋宁死	室异穴同，其愚不可爱，真自由
天行健在自强，能移山，能填海	吾筑园虽不大，可树木，可莳花
天视民视，天听民听	人溺己溺，人饥己饥
天边将满一轮月	世上还钟百岁人
天近山头行到山腰天更远	月浮水面捞到水底月还沉
天近山头，行到山腰天更远	月浮水面，捞将水底月还沉
天道何知，不许阿奶留李贺	神仙安在，翻教老泪哭羊昙
天遣斯人来，天夺斯人去，天道茫茫不可问	我病先生忧，我苏先生殁，我心耿耿有谁知
天锡名山储二酉	人登杰阁兆三元
天镜照晴空，李白乍来又坡老	石钟留胜迹，小姑依旧对彭郎
天镜照晴空，谪仙去后来坡老	石钟留胜迹，小姑依旧对彭郎
天长落日远	意重泰山轻
天险化康衢，直如海市楼中，现不住法	河堧开画本，安得云梯关外，作如是观
天险化康衢，直如海市楼中，现不住法	河壖开画本，安得云梯关外，作如是观
天风荡空延万景	江水浮槛洗千忧
太上贵德，其次立言，不朽有遗书，石室名山留著作	先之朋友，申以姻娅，大招续哀诔，茑萝松柏许攀跻
太傅佛，内翰仙，功德在民，宦迹相承私向往	道州诗，监门画，疮痍满地，虚堂危坐独徬徨
太华作云，散为霖雨	潞川学海，清到源头
太华夜碧，人闻清钟	西山朝来，致有爽气
太华立云端，对此千寻，情深仰止	大河来天上，到兹一曲，广纳群流
太守二千石	道宗五百年
太守昔称廉，千载还珠传盛事	使君重起废，一亭流水喻澄怀
太极两仪生四象	春宵一刻值千金
太白当醉三万六千日	伯玉已知四十九年非
太行云物蔚然，羡冰玉才名，此间无出君右者	少陵稷契自许，到蓬莱高处，时人望之若登仙
太行匹马奔丧，五日而来，有子如斯，先生不死	沧海横流抗论，千秋之上，其人不作，吾辈焉依
夫何为哉，见其参于前也	无非事者，欲有谋则就之
夫作大儒宗，裙布荆钗，曾分黄卷青灯苦	子为名节度，经文纬武，都自和丸画荻来
夫作宰相，子作宰相，伫见文孙成宰相，古今一品太夫人，能有几个	天许长生，帝许长生，更闻多士祝长生，富贵百年曰寿考，请增十龄
夫夫妇妇今日	子子孙孙他年
夫婚礼以著代也	是良月就盈数焉
夫婿瓌才，早死乃真成恨事	婴儿文褓，后来当更得佳人
夫子勤于蘧伯玉	使君疑是郑康成
夫子、天尊、大士，头上不同	宫妃、宦者、官人，腰间各别
夫子既圣矣，为人臣史载笔	后世有述焉，今天下书同文
夫死妇亦死	君亡明即亡
夫非尽人之于欤，从皇古追溯宗支，大抵形骸一脉共	是亦穷民无告者，忍若辈横陈生死，自家儿女两般看
失天代天，有孤儿可儿，云霄眄一鸣，命也难知，大孝竟悭禄养	食我衣我，视半子犹子，卵翼已三世，母兮不作，寒门何恃生存
头上有钱彯翠羽	胸中无策退红毛
头上有青天，作事须循天理	眼前皆瘠地，存心不刮地皮
奇书窥鸟迹	赐茗出龙团
奇伟秀绝，乃在下州小邑之僻	天高气迥，尤与中秋观月为宜
奇才间出汉三辅	闳识下视禹九州
奇松诡石天然净	涧草山花自在芳
奇祸陷风波，南宋山河才半壁	精忠贯日月，西湖俎豆足千秋
奈宋衰运何，倘竟能恢厥壮猷，真成元祐匡时相	非长公志也，不得已出其余绪，犹是文章大作家
奉三无私，圣人之作也如覆载照	致四必得，昊天其子之以保佑甲
奉以为师，学有经术，通知时事	号称易治，笃于文行，延及齐民
奉化梗化，是局员司事丁役每奉行不善，化导无方，酿成此息	宁波生波，凡提镇道府厅县祝宁静长占，波澜永息，各保其官
奉胡安定教条，经师南面，经生北面	仿陆平原故事，阿兄东头，阿弟西头
奋百世下，顽廉懦立	环两山间，泉甘土肥
奏赋共螭坳，谱谊同敦，感西湖四十七年爪印	写经皈鹿苑，禅心早定，付南屏一百八下钟声
奔万里尘沙，此地好盘金勒马	折一支杨柳，送君生入玉门关
奔月访姮娥，忍令天香虚旧馆	持花归净土，徒烦松雪礼中峰
奔走革命凡二十年，其谋国利造民福者大	尊重共和挈三数子，则铸铜像表石柱亦宜
女儿合是无双字	君舅今符第五名
奴别良人去矣，大丈夫何患无妻，愿后日重订婚姻，莫向生妻谈死妇	儿依严父艰哉，小孩子定仍有母，倘常时得蒙抚养，须知继母即亲娘
奴手为拏，以后莫拏奴手	人言是信，从今休信人言
好一座危楼，谁是主人谁是客	只三间老屋，半宜明月半宜风
好儿不要爷田地	打架还须亲弟兄
好古探周孔	嗜奇窃汉碑
好向上天辞富贵	却来平地作神仙
好学为福	惟道集虚
好学近智，力行近仁，知耻近勇	在官惟明，莅事惟平，立身惟清
好容易搜出诗来，写点江山景物	不得已推将天去，让他楼阁峥嵘
好山入座清如洗	嘉树当窗翠欲流
好山好水好景	新岁新春新人
好山当户碧云晚	古屋贮月松风凉
好春万苇绿成海	斜日西山黄到楼
好景欲仙，何必重寻三岛	引人入胜，尤须更上一层
好水好山，出东郭不半里而至	宜晴宜雨，比西湖第一楼何如
好语时见广	此身良自如
如临扬子大江，听塔上金铃自语	定有苏公高致，为山门玉带重留
如何寸草，不报春晖，况破镜光中，孤鸾未老，残书堆里，么凤犹雏，哀哉奚以为情，苦月凄风，九地有知应抱恨	曾记长沙，同听夜雨，溯海棠开后，纨扇题诗，桂子香初，铜炉瀹茗，已矣而今若梦，高山流水，七弦无恙向谁弹
如可赎兮百身	犹将宥之十世
如在其左右	以保我子孙
如得其情，则哀矜勿喜	有条不紊，若网之在纲
如意不劳多著口	媚人须要放开眉
如意事常少	敢言人所难
如明公可谓才臣，鄙夫谬附清流，能无杜门齰舌	知太史当成佳传，贱子欲求行状，一为钻石埋辞
如月当空，偶以微云点河汉	在人为目，且将秋水翦瞳人
如此丰神，但须读离骚，饮美酒	斯是陋室，可以阅金经，调素琴
如此乾坤，待卧龙而不起	正当风雨，失鸣鸡其奈何
如此江山，何幸不才来领郡	亦谈风月，每逢嘉兴即登楼
如此江山，坐看处堂嬉燕雀	无多人物，心惊末劫有虫沙
如此青山，片石三生无限恨	是何黄土，十年双葬可怜人
如气之秋，窈窕深谷	犹春于绿，茬苒在衣
如火如荼协商战云，美利坚加盟，俄罗斯革命	可惊可愕过去政局，宣统帝复辟，零陵郡起兵
如用之皆自明也	苟合矣不亦善乎
如砥如矢	至鲁至齐
妇若是已难何况女	古如斯罕见不图今
妈妈骑马，马慢妈妈骂马	妞妞轰牛，牛拧妞妞拧牛
妖道恶僧，三令牌击退风云雷雨	贪官污吏，九叩首拜出日月星辰
