好山一窗足	佳景四时宜
聚沙为塔	滴水成河
一尘不染	百问不烦
物化绚彩	宫锦标奇
礼貌待客	文明经商
人和国富	时泰年丰
物质优胜	精神文明
地尽其利	货畅其流
经商有德	奉公以廉
明码实价	童叟无欺
待时而动	不叩自鸣
宏基永固	源水长流
万民便利	百货畅通
盈余得利	丰富多财
储以备用	蓄乃有余
发展生产	保障供给
堆金积玉	聚宝藏玢
琳琅满目	顾客盈门
顺受百福	隆盛四时
其器从革	终日服箱
主欢客乐	近悦远来
竭诚服务	薄利多销
惠风和畅	明月团圆
生意兴隆	财源茂盛
民殷国富	花好月圆
布衣兴国	蓝筚开山
货源恒足	品物咸亨
货流不息	宾至如归
春风满面	顾客盈门
门盈喜气	店满春风
履行平等	冠冕群伦
黄粱梦熟	白莞含烟
文明处事	买卖公平
隆声远布	兴业长新
丰财阜货	裕国富民
汇川纳海	敛福生财
价廉物美	近悦远来
万商云集	兴业日新
春阳乍暖	生意勃兴
萃集百货	丰盈八方
洛阳纸贵	上党佳珍
五谷村光	万宝告成
白疑叠雪	朱若含春
合束为柴	伐薪为炭
夏宜麻葛	冬用毛棉
素以为绚	紫不夺朱
一室珍品	千古奇观
任权钧物	嘉量平心
交流百货	信诺千金
玩此思物	具有巧思
饼名五福	糕赐重阳
陈其宋器	积有古香
云母开屏	水心铸镜
不嫌事小	但愿人乐
一店佳品	四时鲜活
金石刻画	翰墨姻缘
可取以准	勿失其时
金钗十二	珠履三千
江山如画	胜友似云
冰桃雪藕	绿橘黄橙
兴隆大业	昌裕后人
声歌盛世	乐庆丰年
蜜中露饯	千里藏鲜
一池春水	万人舒心
卧薪励志	送炭蒙思
香先传腊八	米早煮弓双
举杯邀明月	拍手歌春风
闻香须止步	知味且停车
调饴养老	食蔗回甜
入夜餐方集	交冬市更忙
清言霏玉屑	洁白类银丝
酒香留客住	诗好带风吟
轻裘被服	罗绮生香
味涵玉液	美比琼浆
金钱善贾	聚米为山
巧做百家菜	喜迎四方客
生财有大道	信用得中孚
光浮竹叶翠	色借郁金黄
广开生财道	大念致富经
楼观沧海日	地傍小安沙
小费君莫惜	后顾自无忧
存小额金币	作大块文章
物美销路广	价廉称客心
三江待茶客	四海迎春风
为生产服务	作致富后勤
巧理千家事	温暖万人心
多想生财道	广开致富门
汲取甘泉水	供应幸福人
缓急人常有	权衡我岂无
春共山中采	香宜竹里煎
煮沸三江水	同饮五岳茶
清风洒六合	和泽周三春
滴水汇大海	垒士积高山
牛羊夸茁壮	鸡鸭善烹调
节资须刻苦	储蓄贵有恒
讲商业道德	树财贸新风
环绕生财地	祥开造福门
柜台春风暖	商店百货全
迎年须早备	祝寿更相宜
茶香飘四海	叶味流三江
夏虫不可语	风雅独绝伦
清真有美味	热情待佳宾
店好千家颂	坛开百里香
烹煮三鲜美	调和五味香
光明凝似雪	色泽滑于油
青山沐雨露	闹市献清香
春江取不尽	秋水竞自来
池中常蓄水	亭下自通泉
皎洁如凝雪	晶莹似结冰
浑圆得天体	包藏无物形
接八方贵客	迎四海亲人
五味甘能配	四时用不穷
相逢皆萍水	小住息风尘
架上图书润	室内翰墨香
金穰称国宝	玉粒济民生
阳和蒸土脉	未捻庆年华
春城欣百业	花市拥群芳
墨花飞紫露	笔阵起雄风
洗甲天河静	染衣柳汁新
物未龙鳞化	品同熊掌珍
匠心随所欲	着手便成春
柳枝初分绿	桃花相映红
未登瑶池宴	已成蟠桃仙
共谈天下事	相看万里宾
青山收笔底	绿水涌毫端
事业传清白	生涯在水乡
频劳工匠巧	博得众人欢
花开群芳谱	鸟唱迎宾曲
六书传四海	一刻值千金
厚生资利用	和众兆丰财
层楼尽瑰宝	满堂皆珍奇
琴书多古意	水石澹幽居
云霞成异彩	兰桂起香风
点心甜万户	佳酿醉千家
心怀四化大业	身站三尺柜台
进门都是顾客	到此即为亲人
羊革狐裘新样	御寒莫错机缘
洗掉全部污垢	增添一身豪情
经商斤两不克	办店老少无欺
活跃集市贸易	沟通物资交流
保证市场供应	满足群众需要
他乡故国虽千里	芳草奇花总一春
瓶中色映葡萄紫	瓮里香浮竹叶青
交以道接以礼	近者悦远者来
祖国天涯同梓里	神州海角遍亲人
翠叶烟腾冰碗碧	绿芽光照玉瓯青
五味烹调香千里	三鲜蒸炸乐万家
味超玉液琼浆外	巧在燃箕煮豆中
日暖冰融春光美	鸡鸣鸭舞喜事多
多把芳菲汛春酒	已见沧海为桑田
一年常有时令菜	四季不乏地头鲜
饭菜誉满三江水	情意饱暖四海心
满面春风顾客喜	贴心服务饭菜香
美品珍逾茭白鲊	春风香送杏花饴
生意兴隆通四海	风味佳美誉三秦
美酒佳肴迎挚友	名楼雅座待明朋
斤两不失一刀准	肥瘦可匀千客夸
仙果赐来人益寿	珍盘纷列客尝新
五湖四海宾朋至	一日三餐饭菜香
一秤深情千家乐	满店蔬菜四季鲜
水如碧玉山如黛	酒满金杯月满楼
东风利市春来有象	生意兴隆日进无疆
竹叶杯中春有色	杏花村里客多情
茶余喜谈致富事	酒店倍增创业心
送货上门方便群众	摆摊设点服务人民
窗外看山风生七碗	楼头近水春满一壶
春满柜台五光十色	货盈橱架万紫千红
味美招来天下客	酒香引出洞中仙
以三尺柜台为岗位	待八方顾客如亲人
喜迎笑送来去高兴	东拣西挑买卖公平
店有名名扬四海	饭喷香香飘五洲
货架上下鲜花朵朵	柜台内外春意融融
顾客如川川流不息	生财有道道畅无穷
饭熟菜香春满座	窗明几净客如云
百货百美百看不厌	千客千心千选不烦
联合经营互惠互利	热情服务全心全意
一川风月留酣饮	万里山河尽浩歌
百问不烦百看不厌	笑容常展笑口常开
开源节流为民着想	集资创汇替国分忧
主甜客甜心更甜	饭香菜香汤也香
方圆厚薄甜咸各具	味美色香精细齐全
服务周到群众满意	态度和蔼顾客称心
笑语带书香英花发外	经营怀古道和顺积中
自古无先知谁能免祸	而今有保险我可救灾
生意意中生生财有道	买卖卖后买买卖兴隆
丰收须节俭利公利己	富裕当储蓄益国益民
党风民风社会风气好	天新地新服务面貌新
门前大道通八方利路	店后小溪纳四方财源
三尺柜台招四方顾客	一腔情意拂二月春风
诚信无欺，言如九鼎	寄托为重，诺此千金
喜事业兴隆万民得利	看分秒准确为国惜时
精心理财绘四化美景	妙手运筹奏九州乐章
尽力开源，资财不竭	厉行节约，周转有余
千百万户户户皆是储户	七十二行行行不离银行
盘浅情浓味适佳宾口	物美价廉甜透贵客心
利己利人君子生财大道	公心公物哲人处世良方
饭热汤热八方客常暖	菜香酒香四季店如春
去去来来人人欢欢喜喜	多多少少日日取取存存
银行用热情服务用户	人民以存款支援国家
收入开源，远浪大涛滚滚	支出把口，长流细水潺潺
东西南北客人人满意	春夏秋冬货样样称心
拨响算珠乐为改革谱新曲	清点资金甘帮致富奏凯歌
福星不照懒惰户福星有限	财神偏爱勤劳人财神多情
以公仆态度对人，人人满意	按经济规律办事，事事称心
办好信贷，大力支援建设	开展储蓄，多方积累资金
发展生产，百业共百花并茂	繁荣经济，万民与万物同春
鼓励储蓄活期定期各自便	欢迎户主存款取款常往来
广开资源，财似造山千篑少	畅通渠道，物随人意四方流
有蒸饺，有汤饺，随时可供三餐饱	泡清茶，泡香茶，请君更上一层楼
管国家资金，赤胆忠心，一身正气	办人民储蓄，鞠躬尽瘁，两袖清风
讲文明讲礼貌任劳任怨使群众满意	讲政策讲信誉保质保量让人民称心
集龙城山珍野味，制佳肴迎来仙客	得瑶池玉露琼浆，酌美酿醉卧华楼
产品新，质量高，生意兴隆通四海	信息灵，商路广，财源茂盛达三江
子年人瑞	丙岁春温
子为地支首	鼠乃生肖先
豕去呈丰稔	鼠来报吉祥
鼠为生肖首	春乃岁时先
丙年兴旺	子民腾欢
子夜为鼠	丑时属牛
子夜钟声响	鼠年爆竹喧
春燕鸣暖树	金鼠跃青枝
丙年风仪	子夜钟鸣
苍松随岁古	子鼠与年新
碧野青蛙叫	黄山松鼠鸣
欣有鼠须笔	喜题燕尾书
丙名世德	子夜凯旋
子夜岁交替	鼠年春更新
黄莺鸣翠柳	金鼠恋苍松
黄山松鼠跳	绿野甲春归
子孙奋发	丙火辉煌
豕去春无限	鼠来岁有余
春风拂柳绿	灵鼠跳松青
新妆鼠嫁女	美景燕迎春
祖国健儿兴骏业	鼠须彩笔绘宏图
子夜佳章茅盾著	鼠偷奇案况钟察
壬遇深思心谢党	子图大业力描春
子时春意闹	鼠岁笑声甜
鼠至调新律	鸡鸣报早春
鼠来豕去远	春到景更新
子夜松涛劲	鼠年鹊语香
鹊语红梅放	鼠年喜年浓
粮多衣食足	子尽旭日升
百年推甲子	福地在春申
春潮传喜讯	鼠岁报佳音
鼠年吉星高照	猪岁捷报频传
一日时辰子为首	十二生肖鼠占头
龙国群英兴伟业	鼠须彩笔绘蓝图
银花火树迎金鼠	海味山珍列玉盘
未有吉言托老鼠	敢将套语贺新春
年画喜人鼠嫁女	红梅傲雪鹊鸣春
万千禽兽尊为子	十二生肖独占先
吉祥鼠报丰收岁	科技花开富裕家
子夜钟声燃爆竹	鼠年古语化春联
肃贪惩治官仓鼠	正本当纠裙带风
子夜鼠欢爆竹乐	门庭燕舞笑声喧
灵鼠迎春春色好	金鸡报晓晓光新
务本神农播百谷	刺贪硕鼠吟三章
子时一到开新律	鼠岁三春报好音
银花万簇迎金鼠	火树千株展玉龙
灵鼠跳枝月影晃	春牛犁地谷生香
才见肥猪财拱户	又迎金鼠福临门
春鼓频敲鼠嫁女	秧歌竞扭喜盈门
麟角凤毛增国誉	鼠须妙笔点春光
窗花巧剪吉祥鼠	科技尊称致富神
鼠无大小名称老	年接尾头岁更新
宰掉肥猪开美宴	迎来金鼠庆新春
莺歌燕舞春添喜	豕去鼠来景焕新
甲第连云欣发展	子年遍地祝丰隆
老鼠娶亲鸣鼓乐	羊毫蘸墨写春联
鹊喳梅放春迎户	鼠报年来福满门
金鼠临春粮增财旺	银豕辞岁言壮禽肥
花香鸟语春光好	雨顺风调稻菽丰
老鼠娶亲成故事	雄鸡迎日报新春
稻菽千重金浪起	春风万里玉梅开
春雨晓风花开五色	鼠须麟角力扫千军
子鼠一点红补气利水称良药	亥猪三大盆营养丰盛是佳肴
一纪开端共迎金鼠	三春肇始同举玉杯
豕岁又是丰收高高兴兴送去	鼠年更为繁荣欢欢喜喜迎来
豕去鼠来新换旧	星移斗转腊迎春
鼠年大吉大利一切试验皆成功	猪岁捷报捷传各个领域均凯旋
愿效老牛	为国捐躯
牛耕绿野	虎啸青山
牛如南山虎	马似北海龙
春暖青牛跃	山高碧水流
牵牛花报喜	布谷鸟催春
黄牛耕沃野	紫气茏新春
紫燕寻旧主	金牛闹新春
丑时春入户	牛岁福临门
人逢如意事	牛舞艳阳春
春新牛得草	世盛国增辉
愿效黄牛力	尽抒赤子情
客岁送金鼠	今年买铁牛
得失塞翁马	襟怀孺子牛
金牛奔盛世	紫燕舞新春
岁首春到户	牛年福满门
牛耕芳草地	鹊报吉祥年
牛舞丰收岁	鸟鸣幸福春
鼠遁春风至	牛携喜气来
草发黄牛乐	春新紫燕歌
深恩红赤日	忠实老黄牛
丰稔黄牛志	富强赤子心
春丽牛逢草	月明马识途
黄牛耕九野	白马战疆场
牛铃飘翠岭	燕语暖春风
牛耕千野绿	鹊闹一庭春
欢度新春节	高歌小放牛
黄牛耕绿野	猛虎啸青山
春来紫燕舞	节到黄牛忙
春催布谷鸟	人效拓荒牛
布谷迎春叫	牵牛接福来
夜草能肥马	生刍可壮牛
牛开丰稔景	燕舞艳阳天
草绿黄牛卧	松青白鹤栖
将军爱战马	农夫喜黄牛
人物风流心向党	黄牛勤奋力耕田
牧草丛中春色美	放牛曲里笑声甜
铁牛拖出满山宝	茧手挖来遍地金
为民当效黄牛力	报图壮怀赤子心
玉碗生光辉琥珀	金牛焕彩耀星辰
人勤一世千川绿	牛奋四蹄万顷黄
翠柳迎春千里绿	黄牛耕地万山金
有福人家牛报喜	无边春色燕衔来
牛奔马跃行千里	凤舞龙飞上九霄
碧树红楼相掩映	黄牛骏马共迎春
布谷鸟鸣忙布谷	牵牛花绽喜牵牛
爆竹喧天传喜庆	黄牛犁地播丰收
蹄奋不须鞭震耳	牛勤何用月当头
牛耕沃野千山笑	雪映红梅小院香
写完福字描春字	迎到金牛买铁牛
金牛开出丰收景	喜鹊衔来幸福春
牛年喜奏丰年乐	入世笑迎盛世春
当年禹甸多铜马	今日春郊遍铁牛
春到人间新燕舞	喜盈门第铁牛忙
可染画牛牛得草	悲鸿放马马扬鞭
茧花绽放漫山绿	牛背飘来一曲歌
黄土田间牛作画	紫微春苑燕吟诗
老牛力尽丹心在	志士年衰赤胆悬
碧桃无意随春水	黄犊有情鼓绿涛
良策善政多俊杰	乳牛老骥竞风流
鼠去牛来闻虎啸	民殷国富盼龙飞
万里征程初试马	百年伟业乐为牛
九州春色来天地	四化豪光射斗牛
有庆年头牛得草	无垠大道马扬蹄
春归大地黄牛跃	福到人间紫燕飞
绿柳摇风燕织锦	红桃沐雨牛耕春
勇当改革排头雁	甘作人民孺子牛
诚心乐作人间事	俯首甘为孺子牛
红梅傲雪千门福	碧野放牛五谷丰
黄牛吃草生新奶	紫燕衔泥筑小巢
花木逢春枝叶茂	牛羊得草体膘肥
人寿年丰农家乐	地肥水美春牛歌
数声柳笛飘牛背	无限春光亮马蹄
春临门户白雪化	福降人间黄牛忙
新春乐咏黄牛颂	小院频传喜鹊歌
碧野黄牛春日景	红灯绿酒丽人年
铁牛喘月平畴绿	赤帜啸风满地红
川原蝶舞翩翩好	田野牛耕户户忙
鼠去牛来辞旧岁	龙飞凤舞庆明时
户户厌恶大硕鼠	家家喜爱老黄牛
数声牧笛传新曲	四野耕犁试早春
未许田文轻策马	愿闻老子再骑牛
神州天外不放彩	农户有牛喜迎春
金牛奋蹄开锦绣	乳虎添翼会风云
年丰人寿家家乐	春到花开处处耕
五岭莺歌又燕舞	九州马叫并牛欢
一曲牧歌传牛背	无边柳色绿村头
新岁牧歌需纵酒	黄牛奋进不着鞭
腊梅花放雪将尽	春水温升牛甚忙
猪肥牛壮家增福	食足衣丰民自安
花开江左白雪尽	春到人间黄牛忙
土生白玉牛羊壮	地产黄金鸡犬欢
不知索取只知奉献	勿问收获但问耕耘
新村喜盼铁牛到	农家笑望春燕飞
金牛回春大地聚秀	红日放彩满门增辉
牛肥马壮山村添生气	人杰地灵门户沐春风
天复三阳群芳吐蕊	牛耕千项五谷飘香
牛年出牛劲劲大无比所向告捷	虎岁抖虎威威力无穷出师大吉
腊尽春归山村添喜气	牛肥马壮门户浴春风
龙吟国瑞	雪兆年丰
山月流古雪	风虎浴清泉
云中龙虎将	天上凤凰鸟
龙兴华夏	燕舞阳春
凤鸣盛世	龙有传人
事事都如意	虎虎有生气
密林藏伏虎	萝峰染晴云
龙腾虎啸	腊尽春回
高崖伏虎啸	茅庐卧龙吟
虎气冲星斗	春光艳锦霞
虎胆英雄气	龙魄志士心
春天春起色	虎岁虎生威
龙引千江水	虎越万重山
时来花作雨	春到虎追风
